dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,casual,registered,cnt,season_desc,weather_desc,weekday_desc,month_desc,holiday_desc,workingday_desc,hr
2011-01-08,1,0,1,0,6,0,1,0.2,0.32,12,83,95,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,14.0
2011-01-08,1,0,1,0,6,0,1,0.2,0.32,5,69,74,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,15.0
2011-01-08,1,0,1,0,6,0,1,0.18,0.29,8,68,76,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,16.0
2011-01-08,1,0,1,0,6,0,1,0.16,0.37,5,64,69,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,17.0
2011-01-08,1,0,1,0,6,0,1,0.14,0.39,3,52,55,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,18.0
2011-01-08,1,0,1,0,6,0,1,0.14,0.36,4,26,30,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,19.0
2011-01-08,1,0,1,0,6,0,1,0.12,0.36,0,28,28,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,20.0
2011-01-08,1,0,1,0,6,0,1,0.12,0.39,2,35,37,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,21.0
2011-01-08,1,0,1,0,6,0,1,0.12,0.36,1,33,34,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,22.0
2011-01-08,1,0,1,0,6,0,1,0.1,0.39,0,22,22,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,23.0
2011-01-09,1,0,1,0,0,0,1,0.1,0.42,1,24,25,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,0.0
2011-01-09,1,0,1,0,0,0,1,0.1,0.42,0,12,12,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,1.0
2011-01-09,1,0,1,0,0,0,1,0.1,0.46,0,11,11,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,2.0
2011-01-09,1,0,1,0,0,0,1,0.1,0.46,0,4,4,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,3.0
2011-01-09,1,0,1,0,0,0,1,0.08,0.53,0,1,1,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,4.0
2011-01-09,1,0,1,0,0,0,1,0.08,0.53,0,1,1,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,5.0
2011-01-09,1,0,1,0,0,0,1,0.1,0.49,0,1,1,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,6.0
2011-01-09,1,0,1,0,0,0,1,0.08,0.53,1,5,6,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,7.0
2011-01-09,1,0,1,0,0,0,1,0.1,0.49,0,10,10,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,8.0
2011-01-09,1,0,1,0,0,0,1,0.12,0.46,0,19,19,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,9.0
2011-01-09,1,0,1,0,0,0,1,0.14,0.43,0,49,49,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,10.0
2011-01-09,1,0,1,0,0,0,1,0.16,0.4,2,47,49,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,11.0
2011-01-09,1,0,1,0,0,0,1,0.18,0.37,4,79,83,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,12.0
2011-01-09,1,0,1,0,0,0,1,0.2,0.34,6,69,75,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,13.0
2011-01-09,1,0,1,0,0,0,1,0.22,0.32,8,64,72,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,14.0
2011-01-09,1,0,1,0,0,0,1,0.22,0.35,5,77,82,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,15.0
2011-01-09,1,0,1,0,0,0,1,0.2,0.34,13,79,92,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,16.0
2011-01-09,1,0,1,0,0,0,1,0.18,0.37,3,59,62,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,17.0
2011-01-09,1,0,1,0,0,0,1,0.16,0.4,4,44,48,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,18.0
2011-01-09,1,0,1,0,0,0,1,0.16,0.43,1,40,41,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,19.0
2011-01-09,1,0,1,0,0,0,1,0.14,0.46,0,38,38,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,20.0
2011-01-09,1,0,1,0,0,0,1,0.14,0.46,1,19,20,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,21.0
2011-01-09,1,0,1,0,0,0,1,0.14,0.46,5,10,15,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,22.0
2011-01-09,1,0,1,0,0,0,1,0.12,0.5,0,6,6,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,23.0
2011-01-10,1,0,1,0,1,1,1,0.12,0.5,2,3,5,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,0.0
2011-01-10,1,0,1,0,1,1,1,0.12,0.5,1,0,1,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,1.0
2011-01-10,1,0,1,0,1,1,1,0.12,0.5,0,3,3,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,2.0
2011-01-10,1,0,1,0,1,1,1,0.12,0.5,0,1,1,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,3.0
2011-01-10,1,0,1,0,1,1,1,0.1,0.54,1,2,3,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,4.0
2011-01-10,1,0,1,0,1,1,1,0.1,0.54,0,3,3,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,5.0
2011-01-10,1,0,1,0,1,1,1,0.12,0.5,0,31,31,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,6.0
2011-01-10,1,0,1,0,1,1,1,0.12,0.5,2,75,77,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,7.0
2011-01-10,1,0,1,0,1,1,2,0.12,0.5,4,184,188,,Mist/Cloudy,Monday,Jan,Not Holiday,Working Day,8.0
2011-01-10,1,0,1,0,1,1,2,0.14,0.5,2,92,94,,Mist/Cloudy,Monday,Jan,Not Holiday,Working Day,9.0
2011-01-10,1,0,1,0,1,1,2,0.14,0.5,0,31,31,,Mist/Cloudy,Monday,Jan,Not Holiday,Working Day,10.0
2011-01-10,1,0,1,0,1,1,2,0.16,0.47,2,28,30,,Mist/Cloudy,Monday,Jan,Not Holiday,Working Day,11.0
2011-01-10,1,0,1,0,1,1,2,0.2,0.4,5,47,52,,Mist/Cloudy,Monday,Jan,Not Holiday,Working Day,12.0
2011-01-10,1,0,1,0,1,1,2,0.2,0.4,4,50,54,,Mist/Cloudy,Monday,Jan,Not Holiday,Working Day,13.0
2011-01-10,1,0,1,0,1,1,2,0.2,0.4,0,47,47,,Mist/Cloudy,Monday,Jan,Not Holiday,Working Day,14.0
2011-01-10,1,0,1,0,1,1,2,0.2,0.4,2,43,45,,Mist/Cloudy,Monday,Jan,Not Holiday,Working Day,15.0
2011-01-10,1,0,1,0,1,1,1,0.2,0.4,4,70,74,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,16.0
2011-01-10,1,0,1,0,1,1,1,0.2,0.4,4,174,178,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,17.0
2011-01-10,1,0,1,0,1,1,1,0.2,0.4,1,154,155,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,18.0
2011-01-10,1,0,1,0,1,1,1,0.16,0.47,3,92,95,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,19.0
2011-01-10,1,0,1,0,1,1,1,0.16,0.5,1,73,74,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,20.0
2011-01-10,1,0,1,0,1,1,1,0.14,0.59,1,37,38,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,21.0
2011-01-10,1,0,1,0,1,1,1,0.14,0.59,2,22,24,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,22.0
2011-01-10,1,0,1,0,1,1,1,0.14,0.59,0,18,18,,Clear/Partly Cloudy,Monday,Jan,Not Holiday,Working Day,23.0
2011-01-11,1,0,1,0,2,1,1,0.14,0.59,2,10,12,,Clear/Partly Cloudy,Tuesday,Jan,Not Holiday,Working Day,0.0
2011-01-11,1,0,1,0,2,1,1,0.14,0.59,0,3,3,,Clear/Partly Cloudy,Tuesday,Jan,Not Holiday,Working Day,1.0
2011-01-11,1,0,1,0,2,1,2,0.16,0.55,0,3,3,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,2.0
2011-01-11,1,0,1,0,2,1,2,0.16,0.55,0,6,6,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,5.0
2011-01-11,1,0,1,0,2,1,2,0.16,0.55,0,27,27,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,6.0
2011-01-11,1,0,1,0,2,1,2,0.16,0.55,2,97,99,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,7.0
2011-01-11,1,0,1,0,2,1,2,0.18,0.51,3,214,217,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,8.0
2011-01-11,1,0,1,0,2,1,2,0.18,0.51,3,127,130,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,9.0
2011-01-11,1,0,1,0,2,1,2,0.2,0.51,3,51,54,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,10.0
2011-01-11,1,0,1,0,2,1,2,0.2,0.47,4,31,35,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,11.0
2011-01-11,1,0,1,0,2,1,2,0.2,0.51,2,55,57,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,12.0
2011-01-11,1,0,1,0,2,1,2,0.2,0.59,6,46,52,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,13.0
2011-01-11,1,0,1,0,2,1,2,0.2,0.59,3,60,63,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,14.0
2011-01-11,1,0,1,0,2,1,2,0.16,0.8,2,45,47,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,15.0
2011-01-11,1,0,1,0,2,1,2,0.16,0.86,4,72,76,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,16.0
2011-01-11,1,0,1,0,2,1,2,0.16,0.86,6,130,136,,Mist/Cloudy,Tuesday,Jan,Not Holiday,Working Day,17.0
2011-01-11,1,0,1,0,2,1,3,0.16,0.93,1,94,95,,Light Snow/Rain,Tuesday,Jan,Not Holiday,Working Day,18.0
2011-01-11,1,0,1,0,2,1,3,0.16,0.93,0,51,51,,Light Snow/Rain,Tuesday,Jan,Not Holiday,Working Day,19.0
2011-01-11,1,0,1,0,2,1,3,0.16,0.93,0,32,32,,Light Snow/Rain,Tuesday,Jan,Not Holiday,Working Day,20.0
2011-01-11,1,0,1,0,2,1,3,0.16,0.86,0,20,20,,Light Snow/Rain,Tuesday,Jan,Not Holiday,Working Day,21.0
2011-01-11,1,0,1,0,2,1,3,0.16,0.93,1,28,29,,Light Snow/Rain,Tuesday,Jan,Not Holiday,Working Day,22.0
2011-01-11,1,0,1,0,2,1,3,0.16,0.93,1,18,19,,Light Snow/Rain,Tuesday,Jan,Not Holiday,Working Day,23.0
2011-01-12,1,0,1,0,3,1,2,0.16,0.86,0,7,7,,Mist/Cloudy,Wednesday,Jan,Not Holiday,Working Day,0.0
2011-01-12,1,0,1,0,3,1,2,0.16,0.86,0,6,6,,Mist/Cloudy,Wednesday,Jan,Not Holiday,Working Day,1.0
2011-01-12,1,0,1,0,3,1,1,0.14,0.86,0,1,1,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,2.0
2011-01-12,1,0,1,0,3,1,1,0.14,0.86,0,5,5,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,5.0
2011-01-12,1,0,1,0,3,1,1,0.12,0.93,0,16,16,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,6.0
2011-01-12,1,0,1,0,3,1,1,0.14,0.69,0,54,54,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,7.0
2011-01-12,1,0,1,0,3,1,1,0.16,0.59,3,125,128,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,8.0
2011-01-12,1,0,1,0,3,1,1,0.16,0.59,3,78,81,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,9.0
2011-01-12,1,0,1,0,3,1,1,0.18,0.55,0,39,39,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,10.0
2011-01-12,1,0,1,0,3,1,1,0.2,0.51,3,32,35,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,11.0
2011-01-12,1,0,1,0,3,1,1,0.2,0.47,3,52,55,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,12.0
2011-01-12,1,0,1,0,3,1,1,0.22,0.44,0,49,49,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,13.0
2011-01-12,1,0,1,0,3,1,1,0.2,0.47,0,44,44,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,14.0
2011-01-12,1,0,1,0,3,1,1,0.2,0.47,1,48,49,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,15.0
2011-01-12,1,0,1,0,3,1,1,0.22,0.44,5,63,68,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,16.0
2011-01-12,1,0,1,0,3,1,1,0.2,0.47,0,139,139,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,17.0
2011-01-12,1,0,1,0,3,1,1,0.2,0.47,2,135,137,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,18.0
2011-01-12,1,0,1,0,3,1,1,0.18,0.47,1,82,83,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,19.0
2011-01-12,1,0,1,0,3,1,1,0.16,0.5,2,54,56,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,20.0
2011-01-12,1,0,1,0,3,1,1,0.16,0.55,0,57,57,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,21.0
2011-01-12,1,0,1,0,3,1,1,0.16,0.55,1,32,33,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,22.0
2011-01-12,1,0,1,0,3,1,1,0.14,0.59,1,19,20,,Clear/Partly Cloudy,Wednesday,Jan,Not Holiday,Working Day,23.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.59,1,6,7,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,0.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.5,0,2,2,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,1.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.5,0,2,2,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,2.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.5,0,3,3,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,3.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.5,0,4,4,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,4.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.5,0,3,3,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,5.0
2011-01-13,1,0,1,0,4,1,1,0.12,0.54,0,28,28,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,6.0
2011-01-13,1,0,1,0,4,1,1,0.12,0.54,0,72,72,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,7.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.5,5,197,202,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,8.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.5,2,137,139,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,9.0
2011-01-13,1,0,1,0,4,1,2,0.16,0.5,2,36,38,,Mist/Cloudy,Thursday,Jan,Not Holiday,Working Day,10.0
2011-01-13,1,0,1,0,4,1,2,0.2,0.44,4,33,37,,Mist/Cloudy,Thursday,Jan,Not Holiday,Working Day,11.0
2011-01-13,1,0,1,0,4,1,1,0.2,0.44,3,49,52,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,12.0
2011-01-13,1,0,1,0,4,1,1,0.22,0.41,2,81,83,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,13.0
2011-01-13,1,0,1,0,4,1,1,0.22,0.41,3,39,42,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,14.0
2011-01-13,1,0,1,0,4,1,1,0.24,0.38,5,55,60,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,15.0
2011-01-13,1,0,1,0,4,1,1,0.24,0.38,2,76,78,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,16.0
2011-01-13,1,0,1,0,4,1,1,0.2,0.4,4,158,162,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,17.0
2011-01-13,1,0,1,0,4,1,1,0.2,0.4,3,141,144,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,18.0
2011-01-13,1,0,1,0,4,1,1,0.16,0.47,1,98,99,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,19.0
2011-01-13,1,0,1,0,4,1,1,0.16,0.47,0,64,64,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,20.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.46,0,40,40,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,21.0
2011-01-13,1,0,1,0,4,1,1,0.14,0.46,0,30,30,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,22.0
2011-01-13,1,0,1,0,4,1,1,0.12,0.5,1,14,15,,Clear/Partly Cloudy,Thursday,Jan,Not Holiday,Working Day,23.0
2011-01-14,1,0,1,0,5,1,1,0.12,0.5,0,14,14,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,0.0
2011-01-14,1,0,1,0,5,1,1,0.1,0.54,0,5,5,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,1.0
2011-01-14,1,0,1,0,5,1,1,0.1,0.54,0,1,1,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,2.0
2011-01-14,1,0,1,0,5,1,1,0.1,0.54,0,1,1,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,3.0
2011-01-14,1,0,1,0,5,1,1,0.1,0.54,0,8,8,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,5.0
2011-01-14,1,0,1,0,5,1,1,0.1,0.54,0,17,17,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,6.0
2011-01-14,1,0,1,0,5,1,1,0.1,0.74,0,70,70,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,7.0
2011-01-14,1,0,1,0,5,1,1,0.12,0.68,2,156,158,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,8.0
2011-01-14,1,0,1,0,5,1,1,0.14,0.69,0,117,117,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,9.0
2011-01-14,1,0,1,0,5,1,1,0.18,0.55,4,40,44,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,10.0
2011-01-14,1,0,1,0,5,1,1,0.18,0.51,6,47,53,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,11.0
2011-01-14,1,0,1,0,5,1,1,0.2,0.44,2,59,61,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,12.0
2011-01-14,1,0,1,0,5,1,1,0.22,0.37,4,73,77,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,13.0
2011-01-14,1,0,1,0,5,1,1,0.22,0.41,5,59,64,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,14.0
2011-01-14,1,0,1,0,5,1,1,0.24,0.38,9,59,68,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,15.0
2011-01-14,1,0,1,0,5,1,1,0.22,0.41,3,87,90,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,16.0
2011-01-14,1,0,1,0,5,1,1,0.22,0.41,4,155,159,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,17.0
2011-01-14,1,0,1,0,5,1,1,0.2,0.47,5,134,139,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,18.0
2011-01-14,1,0,1,0,5,1,1,0.16,0.59,3,89,92,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,19.0
2011-01-14,1,0,1,0,5,1,1,0.18,0.59,0,68,68,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,20.0
2011-01-14,1,0,1,0,5,1,1,0.16,0.69,4,48,52,,Clear/Partly Cloudy,Friday,Jan,Not Holiday,Working Day,21.0
2011-01-14,1,0,1,0,5,1,2,0.16,0.69,2,34,36,,Mist/Cloudy,Friday,Jan,Not Holiday,Working Day,22.0
2011-01-14,1,0,1,0,5,1,2,0.18,0.55,1,26,27,,Mist/Cloudy,Friday,Jan,Not Holiday,Working Day,23.0
2011-01-15,1,0,1,0,6,0,1,0.18,0.55,3,25,28,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,0.0
2011-01-15,1,0,1,0,6,0,2,0.16,0.59,2,18,20,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,1.0
2011-01-15,1,0,1,0,6,0,2,0.16,0.59,0,12,12,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,2.0
2011-01-15,1,0,1,0,6,0,2,0.16,0.59,1,7,8,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,3.0
2011-01-15,1,0,1,0,6,0,2,0.16,0.59,0,5,5,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,4.0
2011-01-15,1,0,1,0,6,0,1,0.16,0.59,0,1,1,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,5.0
2011-01-15,1,0,1,0,6,0,1,0.14,0.63,1,2,3,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,6.0
2011-01-15,1,0,1,0,6,0,1,0.14,0.63,1,9,10,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,7.0
2011-01-15,1,0,1,0,6,0,1,0.14,0.63,1,22,23,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,8.0
2011-01-15,1,0,1,0,6,0,1,0.16,0.64,2,31,33,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,9.0
2011-01-15,1,0,1,0,6,0,1,0.18,0.59,2,57,59,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,10.0
2011-01-15,1,0,1,0,6,0,1,0.2,0.55,18,54,72,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,11.0
2011-01-15,1,0,1,0,6,0,1,0.24,0.48,15,74,89,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,12.0
2011-01-15,1,0,1,0,6,0,1,0.28,0.38,21,80,101,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,13.0
2011-01-15,1,0,1,0,6,0,1,0.3,0.39,26,92,118,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,14.0
2011-01-15,1,0,1,0,6,0,2,0.32,0.36,21,108,129,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,15.0
2011-01-15,1,0,1,0,6,0,2,0.34,0.34,33,95,128,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,16.0
2011-01-15,1,0,1,0,6,0,2,0.32,0.36,29,54,83,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,17.0
2011-01-15,1,0,1,0,6,0,2,0.3,0.45,15,69,84,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,18.0
2011-01-15,1,0,1,0,6,0,2,0.32,0.39,14,60,74,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,19.0
2011-01-15,1,0,1,0,6,0,2,0.32,0.39,6,35,41,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,20.0
2011-01-15,1,0,1,0,6,0,2,0.32,0.39,6,51,57,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,21.0
2011-01-15,1,0,1,0,6,0,2,0.3,0.42,0,26,26,,Mist/Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,22.0
2011-01-15,1,0,1,0,6,0,1,0.3,0.45,5,39,44,,Clear/Partly Cloudy,Saturday,Jan,Not Holiday,Weekend/Holiday,23.0
2011-01-16,1,0,1,0,0,0,1,0.26,0.56,6,33,39,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,0.0
2011-01-16,1,0,1,0,0,0,1,0.26,0.56,4,19,23,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,1.0
2011-01-16,1,0,1,0,0,0,1,0.26,0.56,3,13,16,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,2.0
2011-01-16,1,0,1,0,0,0,1,0.22,0.69,9,6,15,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,3.0
2011-01-16,1,0,1,0,0,0,1,0.26,0.56,0,1,1,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,4.0
2011-01-16,1,0,1,0,0,0,2,0.26,0.56,1,1,2,,Mist/Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,5.0
2011-01-16,1,0,1,0,0,0,2,0.26,0.56,0,1,1,,Mist/Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,6.0
2011-01-16,1,0,1,0,0,0,2,0.24,0.56,0,3,3,,Mist/Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,7.0
2011-01-16,1,0,1,0,0,0,1,0.22,0.55,0,18,18,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,8.0
2011-01-16,1,0,1,0,0,0,1,0.22,0.51,3,29,32,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,9.0
2011-01-16,1,0,1,0,0,0,1,0.22,0.51,8,71,79,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,10.0
2011-01-16,1,0,1,0,0,0,1,0.24,0.44,23,70,93,,Clear/Partly Cloudy,Sunday,Jan,Not Holiday,Weekend/Holiday,11.0
